iter	Logloss	Accuracy	Precision	Recall
0	0.6919404496	0.6611018364	0.6631762653	0.974358974411	0.6907021431	0.6644407346	0.6598984772	1
2	0.6890754367	0.6661101836	0.6610169492	1
3	0.687211895	0.6811352254	0.6712564544	1
4	0.684046084	0.6861435726	0.6753472222	0.9974358974
5	0.6810782421	0.7061769616	0.6890459364	1
6	0.6777676217	0.7161936561	0.6992753623	0.7	0.67771227	0.6750688761	0.7245409015	0.708	0.67470768	0.6731060115	0.7195325543	0.6989247312	1
9	0.6717147952	0.7061769616	0.6890459364	1
10	0.670576446	0.7045075125	0.6878306878	1
11	0.6692337675	0.6928213689	0.6794425087	1
12	0.6673550087	0.6928213689	0.6794425087	1
13	0.6655626653	0.694490818	0.6806282723	1
14	0.6642037131	0.694490818	0.6806282723	1
15	0.6632469826	0.6878130217	0.6759098787	1
16	0.6612983868	0.6894824708	0.6770833333	1
17	0.6601022618	0.6928213689	0.6794425087	1
18	0.6588888877	0.6911519199	0.6782608696	1
19	0.6581158571	0.6878130217	0.6759098787	1
20	0.6568937488	0.6894824708	0.6770833333	1
21	0.6554621628	0.6894824708	0.6770833333	1
22	0.6541811298	0.6894824708	0.6770833333	1
23	0.6531141245	0.6878130217	0.6759098787	1
24	0.6517965437	0.6878130217	0.6759098787	1
25	0.650495891	0.6894824708	0.6770833333	1
26	0.6494197858	0.6911519199	0.6782608696	1
27	0.6482145397	0.6911519199	0.6782608696	1
28	0.6456337222	0.6911519199	0.6782608696	1
29	0.6428235384	0.6928213689	0.6794425087	1
30	0.641982884	0.6911519199	0.6782608696	1
31	0.6406660603	0.6911519199	0.6782608696	1
32	0.6397062055	0.6911519199	0.6782608696	1
33	0.6388487813	0.6911519199	0.6782608696	1
34	0.6374956369	0.6911519199	0.6782608696	1
35	0.6359231534	0.6911519199	0.6782608696	1
36	0.6339445429	0.6911519199	0.6782608696	1
37	0.6333203958	0.6894824708	0.6770833333	1
38	0.6324242257	0.6894824708	0.6770833333	1
39	0.6295989912	0.6894824708	0.6770833333	1
40	0.6285725259	0.6894824708	0.6770833333	1
41	0.6276487323	0.6894824708	0.6770833333	1
42	0.6265877349	0.6894824708	0.6770833333	1
43	0.6241554096	0.6894824708	0.6770833333	1
44	0.6230658982	0.6911519199	0.6782608696	1
45	0.6209347795	0.6911519199	0.6782608696	1
46	0.620076584	0.6911519199	0.6782608696	1
47	0.6193043177	0.6911519199	0.6782608696	1
48	0.6183872476	0.6911519199	0.6782608696	1
49	0.6176862881	0.6911519199	0.6782608696	1
50	0.6162343441	0.6928213689	0.6794425087	1
51	0.6146445713	0.6961602671	0.6818181818	1
52	0.6121451113	0.7011686144	0.6854130053	1
53	0.6113693614	0.7011686144	0.6854130053	1
54	0.6108516773	0.7011686144	0.6854130053	1
55	0.6082230345	0.7045075125	0.6878306878	1
56	0.6069332539	0.7045075125	0.6878306878	1
57	0.6057769972	0.7045075125	0.6878306878	1
58	0.6046732895	0.7061769616	0.6890459364	1
59	0.6037390305	0.7061769616	0.6890459364	1
60	0.6020683241	0.7061769616	0.6890459364	1
61	0.6013203825	0.7061769616	0.6890459364	1
62	0.599976152	0.7078464107	0.6902654867	1
63	0.5990893662	0.7061769616	0.6890459364	1
64	0.5985140897	0.7045075125	0.6878306878	1
65	0.5980808998	0.7045075125	0.6878306878	1
66	0.5975059342	0.7011686144	0.6854130053	1
67	0.5969607145	0.6994991653	0.6842105263	1
68	0.596524307	0.6978297162	0.6830122592	1
69	0.594182669	0.7061769616	0.6890459364	1
70	0.5935208271	0.7061769616	0.6890459364	1
71	0.5930060154	0.7045075125	0.6878306878	1
72	0.5925289406	0.7028380634	0.6866197183	1
73	0.5918066973	0.7028380634	0.6866197183	1
74	0.5898609105	0.7028380634	0.6866197183	1
75	0.5893468247	0.7045075125	0.6878306878	1
76	0.5886661349	0.7028380634	0.6866197183	1
77	0.5876978041	0.7045075125	0.6878306878	1
78	0.5869497181	0.7028380634	0.6866197183	1
79	0.5864458843	0.6994991653	0.6842105263	1
80	0.5844589739	0.6978297162	0.6830122592	1
81	0.5841764403	0.6978297162	0.6830122592	1
82	0.5824372139	0.6994991653	0.6842105263	1
83	0.5819087207	0.7028380634	0.6866197183	1
84	0.5813532999	0.6994991653	0.6842105263	1
85	0.5807337829	0.6994991653	0.6842105263	1
86	0.5801852283	0.6994991653	0.6842105263	1
87	0.5794082802	0.6994991653	0.6842105263	1
88	0.578985218	0.6994991653	0.6842105263	1
89	0.5785473292	0.7011686144	0.6854130053	1
90	0.5780893547	0.7011686144	0.6854130053	1
91	0.5776983665	0.7011686144	0.6854130053	1
92	0.5770608117	0.7011686144	0.6854130053	1
93	0.5765028494	0.7011686144	0.6854130053	1
94	0.574893296	0.7028380634	0.6866197183	1
95	0.5738064023	0.7028380634	0.6866197183	1
96	0.5730676011	0.7011686144	0.6854130053	1
97	0.5724349243	0.7011686144	0.6854130053	1
98	0.5718305552	0.7011686144	0.6854130053	1
99	0.5706379871	0.7011686144	0.6854130053	1
100	0.5701948211	0.7011686144	0.6854130053	1
101	0.5689907565	0.7011686144	0.6854130053	1
102	0.5678195957	0.7028380634	0.6866197183	1
103	0.5664882013	0.7045075125	0.6878306878	1
104	0.5661548155	0.7045075125	0.6878306878	1
105	0.5656381691	0.7061769616	0.6890459364	1
106	0.565023697	0.7078464107	0.6902654867	1
107	0.5640690908	0.7061769616	0.6890459364	1
108	0.5638184991	0.7061769616	0.6890459364	1
109	0.5617536438	0.7061769616	0.6890459364	1
110	0.5603435464	0.7061769616	0.6890459364	1
111	0.5588843185	0.7095158598	0.6914893617	1
112	0.5582304731	0.7078464107	0.6902654867	1
113	0.5576873981	0.7095158598	0.6914893617	1
114	0.5566286425	0.7078464107	0.6902654867	1
115	0.5561937635	0.7078464107	0.6902654867	1
116	0.5558322738	0.7078464107	0.6902654867	1
117	0.5550440922	0.7111853088	0.6927175844	1
118	0.5544711893	0.7095158598	0.6914893617	1
119	0.5539538929	0.7078464107	0.6902654867	1
120	0.5532829025	0.7061769616	0.6890459364	1
121	0.5527004243	0.7095158598	0.6914893617	1
122	0.5525061785	0.7111853088	0.6927175844	1
123	0.5521879209	0.7061769616	0.6890459364	1
124	0.5519375058	0.7061769616	0.6890459364	1
125	0.5500219152	0.7128547579	0.6939501779	1
126	0.5492806214	0.7128547579	0.6939501779	1
127	0.5489877925	0.7128547579	0.6939501779	1
128	0.5483740887	0.714524207	0.6951871658	1
129	0.547996474	0.714524207	0.6951871658	1
130	0.5475808332	0.714524207	0.6951871658	1
131	0.5472139217	0.7128547579	0.6939501779	1
132	0.5465692304	0.714524207	0.6951871658	1
133	0.546114635	0.7128547579	0.6939501779	1
134	0.5443249814	0.7178631052	0.6976744186	1
135	0.5438233459	0.7178631052	0.6976744186	1
136	0.5433533351	0.7161936561	0.6964285714	1
137	0.5428732567	0.7178631052	0.6976744186	1
138	0.5425239956	0.7161936561	0.6964285714	1
139	0.5417307594	0.7178631052	0.6976744186	1
140	0.5414843788	0.7178631052	0.6976744186	1
141	0.5407375935	0.7178631052	0.6976744186	1
142	0.5403421778	0.7178631052	0.6976744186	1
143	0.5400412421	0.7178631052	0.6976744186	1
144	0.5392457835	0.7178631052	0.6976744186	1
145	0.5385708964	0.7178631052	0.6976744186	1
146	0.5379553136	0.7178631052	0.6976744186	1
147	0.5368164766	0.7312186978	0.7078039927	1
148	0.5361412594	0.7295492487	0.7065217391	1
149	0.5358690342	0.7295492487	0.7065217391	1
150	0.535486781	0.7295492487	0.7065217391	1
151	0.5350559846	0.7295492487	0.7065217391	1
152	0.5346295368	0.7312186978	0.7078039927	1
153	0.5343052711	0.7295492487	0.7065217391	1
154	0.5339485049	0.7295492487	0.7065217391	1
155	0.533237565	0.7312186978	0.7078039927	1
156	0.5330077745	0.7312186978	0.7078039927	1
157	0.5326013729	0.7295492487	0.7065217391	1
158	0.5322371654	0.7278797997	0.705244123	1
159	0.5317718255	0.7278797997	0.705244123	1
160	0.5314189328	0.7278797997	0.705244123	1
161	0.5311106538	0.7262103506	0.7039711191	1
162	0.53082358	0.7262103506	0.7039711191	1
163	0.5306163334	0.7262103506	0.7039711191	1
164	0.5303151205	0.7262103506	0.7039711191	1
165	0.530155038	0.7278797997	0.705244123	1
166	0.5295410962	0.7278797997	0.705244123	1
167	0.5291630195	0.7278797997	0.705244123	1
168	0.5289350647	0.7278797997	0.705244123	1
169	0.527663273	0.7295492487	0.7065217391	1
170	0.5266750118	0.7328881469	0.7090909091	1
171	0.5262933613	0.734557596	0.7103825137	1
172	0.5254073419	0.7328881469	0.7090909091	1
173	0.5247500856	0.7328881469	0.7090909091	1
174	0.5242475432	0.7312186978	0.7078039927	1
175	0.5235530388	0.7362270451	0.7116788321	1
176	0.5230993715	0.7378964942	0.7129798903	1
177	0.5226929094	0.734557596	0.7103825137	1
178	0.5206359968	0.7412353923	0.7155963303	1
179	0.5201070293	0.7462437396	0.7195571956	1
180	0.5199074448	0.7462437396	0.7195571956	1
181	0.51964346	0.7462437396	0.7195571956	1
182	0.5192896199	0.7462437396	0.7195571956	1
183	0.5188795873	0.7479131886	0.7208872458	1
184	0.51868777	0.7479131886	0.7208872458	1
185	0.5179936994	0.7479131886	0.7208872458	1
186	0.5178362129	0.7445742905	0.7182320442	1
187	0.5175129611	0.7445742905	0.7182320442	1
188	0.5167640082	0.7445742905	0.7182320442	1
189	0.5164306152	0.7445742905	0.7182320442	1
190	0.5151639702	0.7462437396	0.7195571956	1
191	0.5147874343	0.7479131886	0.7208872458	1
192	0.5144763413	0.7495826377	0.7222222222	1
193	0.51403342	0.7495826377	0.7222222222	1
194	0.5137178796	0.7462437396	0.7195571956	1
195	0.5134597557	0.7479131886	0.7208872458	1
196	0.5131339516	0.7495826377	0.7222222222	1
197	0.5128424645	0.7495826377	0.7222222222	1
198	0.5118976334	0.7512520868	0.7235621521	1
199	0.5109879892	0.7529215359	0.7249070632	1
200	0.5107073086	0.7529215359	0.7249070632	12201	0.5103901732	0.7512520868	0.7235621521	12202	0.5100282752	0.7512520868	0.7235621521	12203	0.5097252919	0.7512520868	0.7235621521	20204	0.5090360892	0.7512520868	0.7235621521	20205	0.508915638	0.7512520868	0.7235621521	12206	0.5086590518	0.7512520868	0.7235621521	20207	0.5083783985	0.7512520868	0.7235621521208208	0.5064111916	0.7562604341	0.727611940209	209	0.5063142225	0.7562604341	0.72761194210	0210	0.5056528149	0.7579298831	0.7289719211	0.211	0.5052195251	0.7562604341	0.7276119212	0.212	0.5045096286	0.7579298831	0.728971213	0.5213	0.5042018895	0.7595993322	0.730337214	0.4214	0.5037474145	0.7612687813	0.731707215	0.4215	0.5035887762	0.7612687813	0.73170216	0.49216	0.5035484979	0.7595993322	0.7303217	0.496217	0.5031732971	0.7629382304	0.733218	0.4959218	0.5014777322	0.7662771285	0.73219	0.49472219	0.5003225313	0.7679465776	0.7220	0.493740220	0.4999898432	0.7679465776	0.221	0.4934274221	0.4997180691	0.7679465776	0.222	0.4926896222	0.4995524942	0.7679465776	0.223	0.4917525223	0.4989623738	0.7679465776	0.224	0.4917008224	0.4986172764	0.7662771285	0.225	0.4913109225	0.4983209413	0.7679465776	0.226	0.4909121226	0.4977640459	0.7679465776	0.227	0.4908970227	0.4975638058	0.7679465776	0.228	0.4903409228	0.4972748088	0.7679465776	0229	0.49009782229	0.4958455506	0.7712854758	0230	0.48978375230	0.4955480657	0.7712854758	0231	0.48736870231	0.4953441942	0.7712854758	0232	0.48579253232	0.4950286497	0.7712854758	0233	0.48562947233	0.4942325067	0.7712854758	0234	0.48522324234	0.4935916882	0.7729549249	0235	0.48468822235	0.493122748	0.7729549249	0.236	0.4843690236	0.4925632614	0.7729549249	0.237	0.4836822237	0.4908544874	0.7796327212	0.238	0.4834679238	0.4906317789	0.7796327212	0.239	0.4829603239	0.4903775493	0.7779632721	0.240	0.4827155240	0.4901071181	0.776293823	0.7241	0.482187241	0.4897057241	0.7796327212	0.242	0.4816512242	0.4895075896	0.7779632721	0.243	0.4815255243	0.4892965783	0.7796327212	0.244	0.4813979244	0.4879127628	0.7813021703	0.245	0.4809989245	0.487135881	0.7829716194	0.7246	246	0.4867432763	0.7829716194	0.75	1
247	0.4865203224	0.7846410684	0.7514450867	1
248	0.4860865697	0.7846410684	0.7514450867	1
249	0.4857516428	0.7846410684	0.7514450867	1
250	0.4851299536	0.7896494157	0.7558139535	1
251	0.4844263282	0.7879799666	0.7543520309	1
252	0.4841883746	0.7879799666	0.7543520309	1
253	0.4840911354	0.7879799666	0.7543520309	1
254	0.4839225747	0.7879799666	0.7543520309	1
255	0.483830572	0.7879799666	0.7543520309	1
256	0.4836795714	0.7879799666	0.7543520309	1
257	0.4834067832	0.7879799666	0.7543520258	0.258	0.4827580382	0.7879799666	0.7543520259	0.259	0.4823351987	0.7896494157	0.7558139260	0.260	0.4821559701	0.7896494157	0.7558139261	0.261	0.4818717618	0.7896494157	0.7558139262	0.262	0.4815518086	0.7896494157	0.7558139263	0.263	0.4812931291	0.7896494157	0.755813264	0.4264	0.481064328	0.7896494157	0.7558139265	0.265	0.4804063954	0.7896494157	0.7558139266	0.266	0.4799881624	0.7896494157	0.7558139267	0.267	0.4797990865	0.7913188648	0.7572815268	0.268	0.4795546591	0.7896494157	0.7558139269	0.269	0.4791469172	0.7879799666	0.270	0.4732653270	0.4777563009	0.799666271	0.4729148418	0.8271	0.477665131	0.7996661272	0.4725747477	0.272	0.4771240051	0.8013355273	0.4715632944	0.273	0.4768425045	0.8013355274	0.4712285239	0.274	0.4763578831	0.275	0.4710858512	0.8160535275	0.4761121028	0.276	0.4698476258	0.8210702276	0.4759621357	0.277	0.4697277417	0.8210702277	0.4756700115	0.278	0.4693101228	0.8227424278	0.4752627608	0.279	0.4688250288	0.8210702279	0.4748398894	0.280	0.4685548287	0.8210702280	0.4745132635	0.281	0.4683954611	0.8210702281	0.4741876091	0.282	0.468033678	0.82441471282	0.4739623677	0283	0.4680190387	0.82441471283	0.4727505362	0284	0.467739261	0.824414715284	0.4721102843	285	0.4674635772	0.824414715285	0.4719962539	286	0.4672073602	0.821070234286	0.4714059621	287	0.4669655872	0.821070234287	0.4711639414	288	0.4666451358	0.822742474288	0.4710197312	289	0.4662838796	0.824414715289	0.4705611504	290	0.4661259803	0.824414715290	0.470120365	0291	0.465931039	0.821070234291	0.4699646004	292	0.4650849192	0.822742474292	0.4696953221	293	0.4647546027	0.822742474293	0.4694302066	294	0.4646324432	0.822742474294	0.4692536882	295	0.4643397829	0.822742474295	0.4688791369	296	0.4641031588	0.824414715296	0.4686221218	297	0.4636489985	0.824414715297	0.4684426109	298	0.463309638	0.8244147157298	0.4681207686299	0.4632451928	0.8244147157299	0.4677877517300	0.4627027033	0.8244147157300	0.4672373105301	0.4623588089	0.8244147157301	0.4670458135302	0.4623022013	0.8244147157302	0.4668263873303	0.4605706757	0.8244147157303	0.4664437816304	0.46009488	0.8244147157	0304	0.46629559305	0.4596615258	0.8227424749	0305	0.46608088306	0.4592232287	0.8260869565	0306	0.46579046307	0.4587416846	0.8260869565	307	0.465374917308	0.4582756374	0.8260869565	308	0.465052956309	0.4580459811	0.8244147157	309	0.464552426310	0.4578574521	0.8244147157	310	0.464335149311	0.4576965438	0.8244147157	311	0.464231316312	0.4573971021	0.8227424749	312	0.463972591313	0.4572520071	0.8210702341	313	0.463854018314	0.4571013523	0.8210702341	314	0.463468069315	0.4570957392	0.8227424749	315	0.463382167316	0.456950828	0.8227424749	316	0.463206803317	0.4566581621	0.8260869565	317	0.462915791318	0.4565050575	0.8260869565	318	0.462779154319	0.4561705236	0.8260869565319	0.4625705546320	0.4552936209	0.8260869565320	0.4620690938321	0.4549993353	0.8277591973321	0.4620051237322	0.4540833797	0.8244147157322	0.4615037862323	0.4536001983	0.8227424749323	0.4609663359324	0.4533802586	0.8244147157324	0.4606395902325	0.4529869157	0.8294314381325	0.4600776209326	0.4524439064	0.8294314381326	0.4597746605327	0.4521661798	0.8294314381327	0.4592974972328	0.4512994241	0.8277591973328	0.4591522346329	0.4511301902	0.8294314381329	0.4589360671330	0.4509373185	0.8330	0.4587777702	0.816360331	0.45069331	0.4584621272	0.816360601	0.78	33332	0.4583527348	0.8180300501	0.7815631263333333	0.458047006	0.816360601	0.78	1
334	0.4578220821	0.8196994992	0.7831325301	1
335	0.4575193627	0.8180300501	0.7815631263	1
336	0.4571831904	0.8196994992	0.7831325301	1
337	0.4564631714	0.8196994992	0.7831325301	1
338	0.4562208512	0.8196994992	0.7831325301	1
339	0.4557282385	0.8196994992	0.7831325301	1
340	0.4553067692	0.8196994992	0.7831325301	1
341	0.4551105787	0.8196994992	0.7831325301	1
342	0.454991889	0.8196994992	0.7831325301	1
343	0.4537222907	0.8213689482	0.7847082495	1
344	0.4534395444	0.8213689482	0.7847082495	1
345	0.4530009566	0.8230383973	0.7862903226	1
346	0.4526861145	0.8230383973	0.7862903226	1
347	0.4524652415	0.8230383973	0.7862903226	1
348	0.4521909906	0.8230383973	0.7862903226	1
349	0.452042644	0.8230383973	0.7862903226	1
350	0.4516613992	0.8230383973	0.7862903226	1
351	0.451561645	0.8247078464	0.7878787879	1
352	0.4511872248	0.8247078464	0.7878787879	1
353	0.4510663995	0.8247078464	0.7878787879	1
354	0.4508531686	0.8247078464	0.7878787879	1
355	0.4505406195	0.8247078464	0.7878787879	1
356	0.4504766756	0.8247078464	0.7878787879	1
357	0.4498267382	0.8263772955	0.7894736842	1
358	0.4497274094	0.8263772955	0.7894736842	1
359	0.4496710007	0.8247078464	0.7878787879	1
360	0.4493741115	0.8263772955	0.7894736842	1
361	0.449146245	0.8280467446	0.7910750507	1
362	0.4488876412	0.8280467446	0.7910750507	1
363	0.4487870697	0.8280467446	0.7910750507	1
364	0.4485286056	0.8280467446	0.7910750507	1
365	0.4479224179	0.8297161937	0.7926829268	1
366	0.4477270889	0.8297161937	0.7926829268	1
367	0.4476352552	0.8297161937	0.7926829268	1
368	0.4474418692	0.8297161937	0.7926829268	1
369	0.447110663	0.8297161937	0.7926829268	1
370	0.4469083964	0.8297161937	0.7926829268	1
371	0.4465896241	0.8297161937	0.7926829268	1
372	0.4459165278	0.8297161937	0.7926829268	1
373	0.4454757994	0.8313856427	0.7942973523	1
374	0.4444444437	0.8330550918	0.7959183673	1
375	0.4443391391	0.8330550918	0.7959183673	1
376	0.4441276911	0.8330550918	0.7959183673	1
377	0.4438841008	0.8330550918	0.7959183673	1
378	0.4435295366	0.8330550918	0.7959183673	1
379	0.4432470756	0.8330550918	0.7959183673	1
380	0.4431120951	0.8347245409	0.7975460123	1
381	0.4430121051	0.8347245409	0.7975460123	1
382	0.4427670269	0.8347245409	0.7975460123	1
383	0.4426427602	0.8347245409	0.7975460123	1
384	0.4422943052	0.8313856427	0.7955010225	0.99743589385385	0.4418546677	0.8347245409	0.7975460123386386	0.441707414	0.8330550918	0.7971311475	387	0.4323252387	0.4414691659	0.8330550918	0.388	0.4320676684	0.85618388	0.4412222561	0.8389	0.4314208832	0.8545150502	0.8172389	0.441390	0.4311570447	0.8595317726	0.822410148	1
391	0.4308391338	0.8595317726	0.822410148	1
392	0.4307416303	0.8595317726	0.822410148	1
393	0.4303819151	0.8595317726	0.822410148	1
394	0.4300890514	0.8578595318	0.8206751055	1
395	0.4299397067	0.8595317726	0.822410148	1
396	0.4297250994	0.8612040134	0.8241525424	1
397	0.4294493486	0.8612040134	0.8241525424	1
398	0.4292568329	0.8612040134	0.8241525424	1
399	0.4291247081	0.8595317726	0.822410148	1
36393398	0.4461133202	0398	0.4374041402	0.83806343399	0.4459669979	0399	0.4371720584	0.8380634391	0.8008213552	1
024691358	1
	0.8676716918	0.8326180258	0.9974293059
383	0.4155740851	0.8693467337	0.8358531317	0.9948586118
384	0.4150957176	0.8676716918	0.8340517241	0.9948586118
385	0.4149520436	0.8710217755	0.8376623377	0.9948586118
386	0.4140214338	0.8726968174	0.8394793926	0.9948586118
387	0.4138127954	0.8726968174	0.8394793926	0.9948586118
388	0.4135498977	0.8726968174	0.8394793926	0.9948586118
389	0.4133858454	0.8726968174	0.8409586057	0.9922879177
390	0.4133676528	0.8726968174	0.8409586057	0.9922879177
391	0.4130522565	0.8710217755	0.8391304348	0.9922879177
392	0.4128517702	0.8726968174	0.8409586057	0.9922879177
393	0.4125683929	0.8726968174	0.8409586057	0.9922879177
394	0.4123376882	0.8726968174	0.8409586057	0.9922879177
395	0.4119778869	0.8710217755	0.8391304348	0.9922879177
396	0.411669913	0.8710217755	0.8391304348	0.9922879177
397	0.411398158	0.8726968174	0.8409586057	0.9922879177
398	0.411122705	0.8726968174	0.8409586057	0.9922879177
399	0.4106928603	0.8710217755	0.8391304348	0.9922879177
